type, r, initial_value, iterations, map
linear, 3.839999999999998, 0.5, 100, "0.9599999999999995,0.1474560000000016,0.48273687576576413,0.958855620640025,0.1514938345231004,0.49360685807841714,0.9598430505076622,0.14801037657526134,0.4842366912050327,0.9590458294880042,0.15082339748993337,0.49181068899658315,0.9597424711115105,0.14836554338412272,0.48519632225455356,0.959158468320802,0.15042624372209304,0.4907450454595371,0.9596710879351827,0.14861756511930424,0.48587667631608406,0.9592340418359779,0.1501597241049264,0.49002924042876944,0.9596182423817188,0.14880411367656804,0.4863799658092761,0.9592876595275907,0.14997060789376493,0.48952099070107963,0.9595783309981941,0.14894498947935095,0.48675985761925217,0.9593268427381915,0.14983238991423248,0.48914935621179584,0.9595478919528244,0.14905242240658637,0.487049463480249,0.9593559690387858,0.14972963984040194,0.48887299120767513,0.9595245683532879,0.14913473694614168,0.48727129797944346,0.9593778437563075,0.1496524671966931,0.4886653680331612,0.9595066602937966,0.14919793591926292,0.48744158145290645,0.9593943787146082,0.14959413045280942,0.4885083900936084,0.9594929007427552,0.14924649280131272,0.4875723924012302,0.9594069295463841,0.14954984864549253,0.4883892150359146,0.9594823283424678,0.14928380137338074,0.48767288840023176,0.95941648250729,0.1495161431064151,0.4882984936588685,0.9594742070374975,0.1493124597782893,0.48775007667166453,0.9594237672132473,0.14949044013921772,0.48822930603341036,0.9594679709320117,0.14933446536046074,0.4878093420133096,0.9594293293741495,0.1494708146335459,0.48817647439230716,0.9594631842900638,0.14935135596301372,0.4878548291904876,0.9594335801318693,0.14945581611729875,0.48813609656068174,0.9594595115335004,0.14936431588376523,0.4878897293734655,0.9594368307661517,0.1494443463765291,0.4881052174564647,0.959456694329249,0.14937425677839,0.4879164986507272,0.9594393177413454,0.1494355711233295,0.4880815918324753,0.9594545339395284,0.1493818799708572,0.48793702620376145,0.959441221106654"
linear, 3.873999999999998, 0.5, 100, "0.9684999999999995,0.11818702350000185,0.4037438286818445,0.9326064194977998,0.2434874308252036,0.7135958433876073,0.7917557839735169,0.6387395511947261,0.8939306792834234,0.36732733356737035,0.9003097109153356,0.34769977233381455,0.8786411778890556,0.4130879454678986,0.9392369459661325,0.22109268712578764,0.6671442937371584,0.8602712293654662,0.46567278036325394,0.9639350410770485,0.13467681165808362,0.45147196226326475,0.9593768444899562,0.15098107172774955,0.4965917415795896,0.9684549987425664,0.11835036742911768,0.4042269435312696,0.9329658188900648,0.24228228313264247,0.7111950347707086,0.7957066503344833,0.6297480530963953,0.90328292508835,0.33844380615488184,0.867387035796099,0.4456136912087748,0.9570412093578372,0.15927305184336296,0.5187485387026743,0.9671382591566959,0.12312287462736778,0.41825111180471625,0.9426105200862062,0.20956762316993596,0.6417243596097646,0.8906876336302645,0.37718493192456026,0.9100663623737432,0.3170697709136183,0.8388625222035283,0.5236570681116741,0.9663318892792646,0.1260389204657315,0.4267331519890687,0.9477042478383714,0.1919989516550102,0.600994362242032,0.9289857376930895,0.2555725715798179,0.7370487696818636,0.750811730189427,0.7248001260216211,0.7727270355417291,0.6803517408638192,0.8424913688240676,0.5140784916766575,0.9677321579833547,0.12097195837601908,0.41195241894926005,0.9384672933270927,0.22370968021166893,0.6727730157069477,0.8528591050586224,0.4861500109597814,0.9677568808110909,0.12088236075832678,0.4116892656956885,0.9382875038364968,0.2243203438615136,0.6740788171393511,0.851104494450113,0.4909351060266286,0.9681816644991519,0.11934216904983702,0.40715591136249235,0.9351060239444431,0.23508496547019628,0.696622774835802,0.8187291626270781,0.5749470067318949,0.9467395335087936,0.19534175936213835,0.608928322737929,0.9225335198383127,0.276857054950941,0.7756027938139012,0.6742429695626002,0.8508829873997178,0.491537494340463"
linear, 3.9079999999999977, 0.5, 100, "0.9769999999999994,0.0878166680000021,0.31304995240995087,0.8404141482913539,0.5241339554691257,0.9747237939718623,0.09628264435964304,0.3400440557175922,0.87701028673313,0.4215295563694511,0.9529360580738677,0.17526960787474508,0.564902073857136,0.9605384129217389,0.14813027883353913,0.4931415289669342,0.9768161730538457,0.08850188544262594,0.31525563110505805,0.8436180769755698,0.5155692199222891,0.9760526984200719,0.09134492110179111,0.3243680115256502,0.8564515052727247,0.4804586037114641,0.9755076670119163,0.0933717282591528,0.3308256772110699,0.8651532295728076,0.4559194687883992,0.9694063916497462,0.11590205508145074,0.4004479481161282,0.9382693320779976,0.2263513309241121,0.6843549143079848,0.8441798418494962,0.5140592441030928,0.976227535556715,0.09069426274757364,0.3222881229713839,0.8535794540856706,0.4884279741862563,0.9764766727581555,0.08976668308007701,0.31931730919213513,0.8494185145674141,0.49985939015567676,0.97699992273443,0.08781695606394706,0.3130508804436111,0.8404155043322311,0.5241303474751893,0.974724474500479,0.09628011929643354,0.34003608796971985,0.8770003250818615,0.4215589101029709,0.9529540580848138,0.17520588390166242,0.5647403206339914,0.9606203639754843,0.14783526417758874,0.4923298354789568,0.9767700867958676,0.08867363118767053,0.31580789639324486,0.8444143351305324,0.5134282165767663,0.9762953211623091,0.09044193358799311,0.3214806394456415,0.852455314541583,0.49152968189044677,0.976719615503068,0.08886169922452428,0.3164123831593558,0.8452831537723556,0.5110864568617295,0.9765196695733802,0.08960654962381588,0.3188037596915954,0.8486922411225701,0.5018408215934328,0.9769867572568648,0.08786603933337749,0.3132089988021689,0.8406464482738679,0.5235156693639831,0.9748389279543733,0.09585539468664477,0.33869517528880677,0.8753167847752744,0.42650861164573367,0.9558929538939748,0.16476758981704068,0.5378159553847072,0.9714113783496793,0.10853028871247616"
linear, 3.9419999999999975, 0.5, 100, "0.9854999999999994,0.056330194500002345,0.2095453027364964,0.6529373833576867,0.8932972379940565,0.3757407279549835,0.9246340745113408,0.274701828695282,0.7854069734546076,0.6643959521627213,0.8789633933371228,0.41937655474404834,0.9598764484158882,0.1518208169423972,0.5076162930652112,0.9852713327791419,0.05720525378322137,0.21260314775335082,0.6599028204143847,0.884707348988735,0.40208500770946276,0.9477066831904604,0.19536049720844428,0.6196617965019975,0.9290547166730986,0.25982530149643535,0.7581101221713609,0.7228806677704445,0.7896780276766189,0.6547135359892154,0.8911431912635149,0.38240160948493807,0.9309845783172678,0.2532825400020915,0.7455524110226547,0.7478132209842688,0.743416290786294,0.7519306239753382,0.7353050470927897,0.7672375102315054,0.7039785739397982,0.8214841864942822,0.5780860921020595,0.9614639002721409,0.1460553129952481,0.4916586909690483,0.9852257257459083,0.057379732583113706,0.2132121321526515,0.6612812177286636,0.8829621498409755,0.4073662476329402,0.9516736503900932,0.18129618118764057,0.5851026866969584,0.9569501939702532,0.16239668274882016,0.5362066087134987,0.9803323592157126,0.07600501092903497,0.2768397585147715,0.7891864550970428,0.6558352474906963,0.8897700107709614,0.3866287531696092,0.9348333178657467,0.24014658352638138,0.7193211880750267,0.7958827692906759,0.6403912509109831,0.9078043494638733,0.32992810470500394,0.8714798197980864,0.4415148148091234,0.9720163224321898,0.1072247311316237,0.3773581525479069,0.9262082883334444,0.26942188311606124,0.7759185716001993,0.6853913687573483,0.850013619218471,0.5025674183973765,0.9854740157660499,0.056429651223013466,0.20989315269366993,0.6537334635894594,0.8923348594051311,0.3787211776126815,0.9275188850214403,0.2650112108289964,0.7678238202558734,0.7027419219385922,0.8234669009954412,0.573045244331918,0.9644670343696926,0.13509381424422934,0.4605969808040636,0.97937965899244,0.07960925190959896"
linear, 3.9759999999999973, 0.5, 100, "0.9939999999999993,0.023712864000002623,0.09204664278573788,0.3322904559503477,0.8821690711265986,0.4132924810711494,0.9641076612969427,0.1375858170125176,0.4717760968387938,0.9908327632904183,0.03611479715923235,0.1384066218954702,0.4741389101499549,0.9913408672303086,0.034130589104928305,0.13107159136130064,0.4528339132940835,0.9851548324130429,0.05814815941901841,0.2177533970773904,0.677259336031259,0.869070612092074,0.4524166479609674,0.9849976386443077,0.058754507065555496,0.21988240190099526,0.6820197057913314,0.8622704549736607,0.47219022699383084,0.9909250273047725,0.03575464744165408,0.13707758044883686,0.47031037393122666,0.9904952597890915,0.03743165489474026,0.14325737179976727,0.4879931561657668,0.9934268027477333,0.0259632415526743,0.10054966692362904,0.35958717926698075,0.9156101373406164,0.3072184178291027,0.8462330000249253,0.5173678937423102,0.9928006645174157,0.028418480083545482,0.10978081941138748,0.38857046861658895,0.9446318351138369,0.20795486406432778,0.6548855229794269,0.8986176476910437,0.3622293884942534,0.9185325722148021,0.2975260123171593,0.8310010344237515,0.5583827412765757,0.9804476271516243,0.07622022839595034,0.27995296379257656,0.801479304180763,0.6326222711031152,0.9240674608328278,0.27898315172328503,0.7997785738446418,0.636688039294762,0.9197139265370836,0.2935887142063944,0.8246000592417925,0.5750679709239335,0.9715944437716606,0.10973235408030338,0.38842007024403385,0.9444984790399982,0.20842630207336602,0.6559794800212942,0.8972655176056512,0.36650811148153956,0.9231473448223044,0.282082586489659,0.8051877155345166,0.6236771821484077,0.9331829235525378,0.24791375765608503,0.7413352450495972,0.7624270227994785,0.720181061433497,0.8012447135396094,0.6331844513162078,0.9234733220641397,0.2809852937078465,0.8032814523087801,0.6282889540854567,0.9285627703764059,0.26374379254486463,0.7720716256491296,0.6996846733341597,0.8354611001920688,0.5465642206255166"
basic, 3.796550823518444, 0.5, 100, "0.949137705879611,0.18327971029498522,0.5682990795194854,0.9314276912746055,0.24248625995596135,0.6973757922615571,0.8012347033399311,0.6046297755611013,0.9075753836104332,0.31846344048486974,0.8240203900183068,0.5505408222434772,0.9394398924592187,0.21599557492656676,0.6429135601743718,0.8715958672549244,0.4248967236692768,0.9277232529275382,0.2545694348333342,0.7204480542255074,0.7646354171728256,0.6832580229914285,0.8216362299435326,0.5563850379522639,0.9370674362330259,0.22389040847256012,0.6597019342178733,0.8523077865047657,0.47790686990137965,0.9472845851340106,0.18958645982465344,0.5833151061687125,0.9227843017366596,0.2705172843096815,0.7492025436618905,0.7133646568026281,0.7763017160987175,0.6592989994996754,0.8527957820545787,0.4766005245858256,0.9470589597173044,0.19035255303988308,0.5851185608833639,0.9216310520014853,0.27421444820217744,0.755592903323042,0.7011176502866219,0.7955736440607329,0.6174566785310008,0.8967602199045531,0.3514897166860761,0.8654036223663921,0.44222297175233244,0.9364641168948796,0.22589126091105427,0.6638815786162323,0.8471730881279346,0.4915426503428062,0.9488661508877891,0.18420552742159862,0.5705223131049626,0.930255952748792,0.24631951553961692,0.7048152783073481,0.7898750631456347,0.6301228332485724,0.8848546905852981,0.3868186693251793,0.9005038381466667,0.34015833264678885,0.8521382673619222,0.4783602429574346,0.9473598605343445,0.18933078217701774,0.5827122253690183,0.9231643163159601,0.2692967964549745,0.7470702058601637,0.7173822471574833,0.76973153961587,0.6729192579099095,0.8356167748729548,0.5214994619678981,0.947382838094988,0.1892527288711042,0.5825280789435486,0.9232798393262535,0.2689255553762389,0.7464193599928384,0.7186016447806257,0.7677131499862767,0.6770376529314187,0.8301449549982712,0.5353300242735911,0.9443988108406531,0.19935573309728902,0.6059789606672035,0.9064965930480072,0.3217976214017808,0.8285741048259437"
basic, 3.5115321286886156, 0.5, 100, "0.8778830321721539,0.37645174408551996,0.8242824033933507,0.5086135541346901,0.8776224999633901,0.37714293133263255,0.8248804602186662,0.5072502499592964,0.8776984445371889,0.376941500975347,0.8247065169639606,0.5076470224447871,0.8776776884754662,0.3769965570011101,0.8247540883660969,0.5075385310203059,0.8776834737328194,0.3769812117506709,0.8247408313745332,0.5075687665363054,0.8776818697459295,0.37698546630933116,0.8247445071171432,0.5075603833119163,0.8776823151172646,0.3769842849682766,0.8247434865056633,0.5075627110184332,0.877682191503871,0.3769846128511633,0.8247437697788109,0.5075620649586776,0.877682225816839,0.37698452183648157,0.8247436911471057,0.5075622442937001,0.877682216292446,0.37698454709980533,0.8247437129732409,0.5075621945149232,0.8776822189361945,0.3769845400872983,0.8247437069148174,0.5075622083323452,0.8776822182023536,0.37698454203380133,0.8247437085964898,0.5075622044969618,0.8776822184060503,0.3769845414934985,0.8247437081296978,0.5075622055615724,0.8776822183495089,0.3769845416434739,0.8247437082592683,0.5075622052660613,0.8776822183652034,0.3769845416018443,0.8247437082233026,0.5075622053480884,0.877682218360847,0.3769845416133996,0.8247437082332856,0.5075622053253201,0.8776822183620563,0.37698454161019207,0.8247437082305146,0.50756220533164,0.8776822183617206,0.3769845416110826,0.8247437082312837,0.5075622053298857,0.8776822183618137,0.37698454161083556,0.8247437082310706,0.5075622053303719,0.877682218361788,0.37698454161090383,0.8247437082311294,0.5075622053302377,0.877682218361795,0.376984541610885,0.8247437082311132,0.5075622053302746,0.8776822183617932,0.37698454161089,0.8247437082311175,0.5075622053302647,0.8776822183617937,0.37698454161088857,0.8247437082311163,0.5075622053302675,0.8776822183617935,0.3769845416108891,0.8247437082311168,0.5075622053302665,0.8776822183617936,0.37698454161088885,0.8247437082311165,0.5075622053302671"
basic, 3.825564694730858, 0.5, 100, "0.9563911736827145,0.15955319621344785,0.5129928230423967,0.9557453669060613,0.1618066984984925,0.5188433242717244,0.9550328270998096,0.16428935883696286,0.5252437793563796,0.9539533387164625,0.1680431559633532,0.5348317473431946,0.9517498049335815,0.17567801704061198,0.554000112896932,0.9452357803882228,0.19803073845162977,0.607555393178824,0.9121364192501659,0.30659441927604675,0.8132931770144622,0.5809019959467444,0.9313523441538869,0.24458807245827524,0.7068294939847658,0.7927394855221602,0.6285540269556212,0.8931693641968635,0.36502716225087706,0.8866983102547452,0.38433312616325915,0.9052096104157306,0.32825323520054733,0.8435486784968094,0.5048762437442681,0.956300210350113,0.15987080014119892,0.513819732668685,0.9556605481672804,0.1621024311002183,0.5196082157567902,0.9549203124389288,0.1646810318907332,0.5262492303989246,0.9537552750763176,0.16873093156278426,0.53657678097216,0.9512731002331686,0.17732482801051133,0.558076183265918,0.9434881443410419,0.20397247533946453,0.6211481584481106,0.9002438338982205,0.34355435319501465,0.8627595580972411,0.45296791197343966,0.94792895837987,0.1888285276693527,0.585970599738068,0.9281166391816599,0.2552269222079965,0.7271868276268654,0.7589390335855727,0.6998892678148437,0.8035379842411136,0.603921592729699,0.9150762324597767,0.29729121716927936,0.7991954662104491,0.6139345526026231,0.9067312036253454,0.32352696567014283,0.8372526382367668,0.5212739625345497,0.954659793943987,0.16558754703648998,0.5285718136510646,0.9532681795474328,0.17042109308913728,0.5408497065240263,0.9500074595265973,0.1816886395754131,0.5687768402934841,0.9382952818984507,0.2214896597054295,0.6596497345213163,0.8588850363944271,0.4636642966102842,0.9513403443470116,0.17709263367343508,0.5575027287864491,0.943741699880128,0.20311186849605872,0.6191960979903108,0.9020386607702235,0.33804570001830775,0.8560496902385519,0.4714190507112657,0.9532661821170679"
basic, 3.8061166353636557, 0.5, 100, "0.9515291588409139,0.17554349902312633,0.5508515683749089,0.9416869903200742,0.2090037701784432,0.6292317475356177,0.8879637964941907,0.37864805983627237,0.8954791686243375,0.35623815729307035,0.8728663672885552,0.42236732128870885,0.9285903302474706,0.2523848456120095,0.7181637221640595,0.7703754783347755,0.6732909977798802,0.837232352024434,0.5186760352944377,0.9502016070749861,0.18009977944087172,0.5620258316876711,0.9368862524712411,0.22505720823660985,0.6638113335065186,0.8493952427681124,0.4868897225852956,0.9508749658966734,0.17779042631963832,0.5563819002059082,0.9394298236054037,0.21657347977902236,0.6457815549134988,0.8706405718437275,0.4286660422356741,0.9321616067215472,0.24068490723646205,0.6955894439986413,0.8059252892505074,0.5953136273172246,0.9169517784207697,0.2898404042041013,0.7834241933867166,0.645786575058256,0.870635000776689,0.4286817603399725,0.9321701408804489,0.24065683200903693,0.6955340214267886,0.8060077947010207,0.5951214648055249,0.9170910613012432,0.28939825566869426,0.7827161072148132,0.6473123563205072,0.8689328869292053,0.43347300935908767,0.9346838937503003,0.23236308760732688,0.6788988630795975,0.8297151449273299,0.5377583148886259,0.9461028151086741,0.19408255891108317,0.5953319036826725,0.9169385167404287,0.28988249523549486,0.7834915231965721,0.6456412943401554,0.8707961473785318,0.4282270089117254,0.9319224732873275,0.241471370420678,0.6971395421769222,0.803608245388748,0.6006890664917124,0.9129416518076321,0.3025070756067604,0.8030774592231255,0.6019147136127276,0.9119965141090046,0.30547462923264596,0.8075052491112678,0.5916247557146627,0.9195764448335646,0.28148366585589646,0.7697894177503655,0.6744958976669643,0.835637404972224,0.5227607278310307,0.9495573973341768,0.18230593220480867,0.5673796310587172,0.9342493334364472,0.2338002920771798,0.6818190389924627,0.8257059349398747,0.547759726507917,0.942847439238565,0.20509695503095543"
basic, 3.7155614944847377, 0.5, 100, "0.9288903736211844,0.24542415956884897,0.6880890743610492,0.7974430972439139,0.600165745354459,0.8916114891928223,0.35907350336697175,0.8550982914460722,0.4603774027642248,0.9230571270663023,0.26388908762662616,0.7217539028941206,0.7461784045836756,0.7037132023461685,0.7746980314932891,0.6485177872032243,0.8469342529130107,0.4816728489878759,0.9276423742393285,0.24939591772230665,0.695544171925037,0.7868165048719653,0.6232345097633537,0.8724630909145432,0.41343515673310555,0.9010479172642457,0.33128157350273046,0.8231235440326143,0.5409529648510015,0.9226588370120569,0.2651406383161042,0.7239440152442929,0.7425515390598177,0.7102992497917208,0.7645667889628417,0.668817470156655,0.8229993298751536,0.5412511669304068,0.9225677558070264,0.2654266780556002,0.7244429274751732,0.7417203466637435,0.7117948491563322,0.7622212156806382,0.6734084917640181,0.817161563064502,0.5551366290001194,0.9175948888604784,0.2809503573127576,0.7506075303273316,0.6955377506823006,0.7868258355087207,0.6232146224125283,0.8724813017001597,0.4133847513417878,0.9010154833465706,0.3313782303360863,0.8232446945043234,0.5406620073414522,0.9227470685524043,0.2648634891399418,0.7234600300352285,0.7433560953776674,0.7088466879686183,0.7668289542851133,0.6643509750216934,0.8285284392472098,0.5278663460067468,0.926005116616316,0.25458893829141355,0.7051147778123132,0.7725690026187167,0.6528469637123693,0.8420867039936489,0.49408305769840094,0.928760291047112,0.24583868769592634,0.6888726337388451,0.7963456248546388,0.6025870531546407,0.8897874199856758,0.36436938861311824,0.8605401574596686,0.4459074883004489,0.9180186413498181,0.27963470183146694,0.7484594948374091,0.6995208834403436,0.7809791357408763,0.6355494884477766,0.8606218958247296,0.44568846855658234,0.9179304241637543,0.2799087061897669,0.7489079149035194,0.6986922035185917,0.7822052382989998,0.6329838122302576,0.8631818043815508,0.43880401135350766"
basic, 3.5272847119500113, 0.5, 100, "0.8818211779875028,0.367587468587068,0.8199770183285781,0.5206791018757483,0.8803128219652578,0.37164232718730017,0.8237067208778479,0.512210977043364,0.8812952317585176,0.36900317322282783,0.8212923775396277,0.5177038386087834,0.8807156355968627,0.37056102875830066,0.8227234722533094,0.5144529248437846,0.8810843739369904,0.3695701973012228,0.8218152452719498,0.5165177530600962,0.8808588071497596,0.3701764284633739,0.8223717580513659,0.5152532274883637,0.8810005165796913,0.3697956134569666,0.8220224773298251,0.5160471292730302,0.8809128656388946,0.370031174082839,0.8222386524927594,0.5155558728509023,0.8809676273610292,0.3698840091056458,0.8221036443436767,0.515862716500905,0.8809336222389602,0.36997539592032314,0.8221874999658031,0.5156721463563326,0.8809548198210655,0.36991842959214477,0.8221352351522729,0.5157909291067436,0.8809416374034729,0.36995385636030953,0.822167740788871,0.5157170554955859,0.8809498475417132,0.3699317923675859,0.8221474971334738,0.5157630629129033,0.8809447389084412,0.3699455214063536,0.8221600938941295,0.5157344348052427,0.8809479195095862,0.3699369738196318,0.8221522514106756,0.5157522582063103,0.8809459399975547,0.3699422935930515,0.822157132408563,0.515741165344769,0.8809471722621826,0.3699389819879287,0.8221540939684746,0.5157480707137873,0.8809464052724812,0.3699410432079926,0.8221559851733575,0.5157437726384683,0.880946882705686,0.36993976014705304,0.8221548079463851,0.5157464480840784,0.880946585530634,0.36994055877979976,0.8221555407048476,0.5157447827688032,0.8809467705114187,0.36994006165970367,0.8221550845896476,0.5157458193667749,0.8809466553699312,0.369940371092668,0.822155368499273,0.5157451741349056,0.8809467270408032,0.3699401784833001,0.8221551917772194,0.5157455757652476,0.8809466824289737,0.36994029837379894,0.8221553017786245,0.5157453257687334,0.8809467101979304,0.36994022374709057,0.8221552333074659,0.5157454813808555"
basic, 3.6706306598746465, 0.5, 100, "0.9176576649686616,0.27736046882571547,0.7357105199041029,0.7137194473133905,0.7499979310198812,0.6882470459417128,0.7875817086838065,0.6140846196021574,0.8698833041636721,0.415465254658356,0.891426886161705,0.3552619619498091,0.8407612574649671,0.49143051291537393,0.9173881081358148,0.27818669950093344,0.73705845096238,0.7113803012953522,0.753647897439497,0.6814993609799334,0.7967396835671207,0.5944423384877934,0.8849180059416792,0.37381015755738606,0.8592069962668193,0.44403741630256827,0.9061619443203537,0.31212280976830487,0.7880923363418503,0.61300561903835,0.8707827206131623,0.4130200008864447,0.8898874343965476,0.3596769807602296,0.8453809294252046,0.4797955246951364,0.9161592371021635,0.2819466079288414,0.7431291546228659,0.7006801315498214,0.7698321359294817,0.6504013166136238,0.8346259584280864,0.5066405144864433,0.917495803251005,0.2778566623837067,0.7365206221964339,0.7123152272532041,0.7521938727313502,0.6841991334406526,0.7931156599172294,0.602288861071018,0.8792518156333073,0.389703737379167,0.8730034682622019,0.40695699473746577,0.8858810123058022,0.371085505827107,0.856655649280931,0.4507415075397083,0.9087512501145019,0.30437756083466666,0.7771894617417732,0.6356284372877564,0.8501361460201224,0.4676555218671894,0.9138175786691466,0.28908056014049877,0.754362281690372,0.6801672359948341,0.7985081387637466,0.5905783789974475,0.8875421858934054,0.36636951556826813,0.8521108228322815,0.4625654186670338,0.9125138344767454,0.29303502151186767,0.760428027450221,0.6687053719194102,0.8131860012129616,0.5576221265219335,0.905470035246492,0.31418414613132484,0.7909198490553155,0.6069961935067634,0.8756356045479587,0.3997239433582085,0.8807484182465309,0.3855286947616661,0.8695588964203583,0.4163457683879968,0.8919704797792425,0.35369882458761764,0.8390913617910544,0.49559771731117896,0.9175865278055734,0.2775785663292325,0.7360668158553847,0.7131024423627672"
basic, 3.8914905046110717, 0.5, 100, "0.9728726261527679,0.10270219162543748,0.358618172817226,0.8950863188089823,0.36543742320341194,0.9024090687375954,0.3427116662194496,0.8765986300550994,0.4209560385185951,0.9485587964341315,0.18988530307233265,0.5986236054225335,0.9350215941114067,0.23643222464995342,0.702538671950314,0.8132362387596453,0.591051480850171,0.9406107215929432,0.21738718980226188,0.6620592776509684,0.8706695958689354,0.43819759407341197,0.958008932713049,0.1565461700367183,0.5138303308329571,0.9721282694337592,0.10543953518298689,0.3670533214921127,0.9040912345738348,0.3374322084703446,0.8700271988507593,0.44004924858127026,0.9588862489440239,0.15341582773720355,0.5054244967403677,0.9727581184030164,0.10312357018959802,0.3599204523323123,0.8965127111195232,0.3610434215361323,0.8977321056858095,0.3572745214895514,0.8936007767154728,0.3699968019695143,0.9071032008576712,0.327924167510088,0.8576452337995137,0.4751116349596625,0.9704621174094896,0.11155111666627393,0.3856757591267081,0.9220107205303487,0.2798252199796661,0.7842250987447331,0.6585028200846438,0.8751061499289154,0.4253219190129407,0.9511705004992839,0.1807409749283638,0.5762272998963317,0.9502607265643147,0.18393238097755857,0.5841176288197999,0.9453373130663373,0.20109151717365115,0.6251824216082098,0.9118904845295415,0.31266658627757615,0.836305405951349,0.5327398896842639,0.9687013360155822,0.11798632482612223,0.40497010738785194,0.9377298187762374,0.227234270831665,0.6833412846020711,0.8420639606632636,0.5175380656688703,0.9716756669203663,0.10710185553017483,0.3721473155188482,0.9092611201699815,0.32106872974498096,0.8482811116036799,0.5008358681392656,0.972869907263514,0.1027121980843064,0.35864911401241445,0.8951203619106181,0.3653327378813366,0.902299389364366,0.34305512885740946,0.8770186283731206,0.4197243118011055,0.9477951370731619,0.19254906362659308,0.6050252901001482,0.9299482734517125,0.253509133737457,0.7364344300336403"
basic, 3.6087619276172953, 0.5, 100, "0.9021904819043238,0.3184473157249092,0.783240718900449,0.6126764561545365,0.8563736990359246,0.44386972959121535,0.890820690389407,0.35098525463382363,0.8220565002348664,0.5278882897237482,0.8993837431230054,0.3265663424611431,0.7936416889947234,0.5910233913705681,0.8722909590796359,0.4020140642807832,0.8675418795473016,0.41469353950101756,0.875928827742673,0.3921912838322261,0.860246855064984,0.43385331054115917,0.8864007608068944,0.3633823048725778,0.8348351251906805,0.4975957224142073,0.9021696212730024,0.31850786879974274,0.7833200520456745,0.6125142529592422,0.8565055150290583,0.44353061826896595,0.8906828940846477,0.35137387609291487,0.8224739243878304,0.5269173791526466,0.8995757704092355,0.3260126788905571,0.792947527977598,0.5924928336397667,0.8713177968880885,0.40462555180238524,0.8693641535819363,0.40984753256419726,0.8728603870382381,0.400482830471659,0.8664505053792958,0.41758437551595085,0.8776785613825625,0.38743272632749604,0.8564624481252597,0.4436414264684309,0.8907280117738267,0.35124664755143803,0.8223373863135721,0.5272350992247408,0.8995136804717823,0.32619172910771266,0.7931722559626178,0.5920174964755175,0.8716343019711252,0.4037769582349456,0.8687774107630941,0.4114104846923897,0.8738685493999434,0.3977660678529838,0.864472507415743,0.4228017944284539,0.8806838380487024,0.3792080373516321,0.8495361255968544,0.46128817783944304,0.8967823726042874,0.3340405325127328,0.8027959946647976,0.5713196491537615,0.8838345419469834,0.370515356129556,0.8416849942401807,0.48087245177241994,0.9008701690739991,0.3222736545320229,0.7882017679851626,0.602445781275296,0.8643160270999675,0.4232133414640197,0.8809125325613487,0.3785794887822792,0.8489867193666664,0.4626731225195899,0.8971624091307534,0.3329516679322842,0.801487456153742,0.5741731988578883,0.8823362883838632,0.374657919540936,0.8454945327572324,0.471425301720783,0.8992438794988805,0.32696943739234374"
basic, 3.5893194627847236, 0.5, 100, "0.8973298656961809,0.33068033319680307,0.7944271291762102,0.586181329175478,0.8706711950173737,0.404167655571663,0.8643661363631946,0.42080218967323546,0.8748166017787123,0.3930754016194817,0.8562936438270974,0.4416831299348799,0.885123102276411,0.3649627068163473,0.8318783720644934,0.5019905409788332,0.8973156439029774,0.33072089711580505,0.7944764280952177,0.5860771229445491,0.8707356247519631,0.40399619864581576,0.8642480777745749,0.42111093993910387,0.8749917941762365,0.3926039059925972,0.8559309385397765,0.44261035029552537,0.885508183997829,0.3638975546498177,0.8308417583701437,0.5044563487583358,0.8972585852421208,0.33088362731792054,0.7946740817392037,0.5856591547865745,0.8709932671642227,0.4033102767498046,0.8637736677022143,0.42235062214231944,0.8756883300296315,0.39072713834974016,0.8544713874177504,0.4463320026257849,0.886991714163828,0.3597840979850416,0.8267620533489948,0.5140858811585935,0.8966177014705932,0.3327098099917729,0.7968791436698798,0.5809772052117701,0.8737935933157125,0.39582422652915916,0.858376446804858,0.4363403669216331,0.8827839731141295,0.3714099638763222,0.8379790420183377,0.4873225034398822,0.8967529941520623,0.33232454231553793,0.796415936836414,0.5819636160122975,0.8732166942527467,0.39737104208234,0.8595246298108313,0.43338175615614194,0.8814005003317232,0.37520469441993926,0.841430277114735,0.47890626254404955,0.8957328132204299,0.33522643139983455,0.7998786617212627,0.5745523743073564,0.8773802252721215,0.3861539393806434,0.8508089634767597,0.4556033427294946,0.8902550902733335,0.35067997346922947,0.8173007108138967,0.5359581115188277,0.8926889266565641,0.34384031836448786,0.8098012734270934,0.5528383653289264,0.887308870349394,0.35890265365811946,0.8258720386353419,0.516170751526614,0.89639128304632,0.3333542789225651,0.7976516058478258,0.5793288012119139,0.8747420676176528,0.39327592873786676,0.8564474187152147,0.44128973450193504"
